-0.0,-0.02,0.80,0.60
-0.40, -0.10 ,-179.96,0.60
-1.07 ,-0.13 ,-178.50,0.60
-0.86, 0.69 ,82.73,0.60
-0.74 ,1.51 ,83.55,0.60 
-0.70, 2.39 ,84.74,060 
-0.67, 3.34, 148.39, 0.60
-0.67, 3.32, -178.64, 0.60 
-0.66, 4.18 ,89.23,0.60  
 -0.69, 5.03, 90.17,0.60  
 -0.77, 5.93, 89.99 ,0.60  
 -0.78, 6.53 ,160.86,0.60  
-0.78, 6.53, 160.86,0.60  
